field_1,route_n,next_stop_,name,bus,tram,trolley,minibus,lat,lon,Широта.(МС,Долгота.(М,n_bus,n_tram,n_trolley,n_minibus,n_all,NA,name_2,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,name_3,place,name_en,name_ru,boundary,cladr_code,population,addr_regio,admin_leve,addr_count,addr_distr,addr_postc,landuse,addr_city,source,wikipedia,populati_1,fixme,cladr_name,cladr_suff,note,oktmo_user,old_name,official_s,is_in_city,website,descript_1,name_udm,is_in,source_url,name_de,name_lt,start_date,name_os,source_ref,name_uk,contact_we,official_n,pop,denspop,beer_apt,coffee_apt,food_apt,pop_densit
10221,21,"155,576750919637",ул. Нариманова,"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 78, 90, 18л, 90а",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21",47.26617,39.72146,426650.22397,2204615.66481,14,0,1,12,27,37,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,10.00000,0.60000,26.00000,21.60000
10202,21,"536,043804817289",ул. Нариманова,"18п, 83, 92a, 77, 90а, 2, 21, 22, 33, 45, 46, 47, 63, 65, 90",NA,6,"90, 47, 21, 25, 45, 56, 63, 65, 66, 83, 92, 77",47.26493,39.72051,426513.53218,2204541.54000,15,0,1,12,28,36,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,1.80000,23.00000,40.00000,216.00000
4211,21,"486,318109723577",пер. Забайкальский,"90а, 90, 47, 21, 2",NA,NA,"90, 47, 21",47.25669,39.71311,425606.55596,2203966.60268,5,0,0,3,8,10,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,6.00000,1.90000,40.00000,168.00000
5821,21,"433,086213181028",Поликлиника,"90а, 90, 47, 21, 2",NA,NA,"90, 47, 21",47.25451,39.70648,425372.39213,2203460.81312,5,0,0,3,8,18,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,6.00000,,30.00000,120.00000
3911,21,"419,012507695226",пер. Ашхабадский,"90а, 90, 47, 21, 2",NA,NA,"90, 47, 21",47.25062,39.70639,424940.03823,2203446.92015,5,0,0,3,8,8,Ленина,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,4.00000,0.60000,40.00000,43.20000
3972,21,"326,646526329814",пер. Боевой,"2, 21, 22, 27, 45, 49, 83, 96, 99, 1",NA,NA,"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11",47.25298,39.70207,425207.77097,2203124.21425,10,0,0,13,23,9,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,4.00000,0.60000,40.00000,43.20000
6912,21,"354,45938774497",РГУПС,"2, 21, 22, 27, 45, 49, 83, 96, 99, 1",NA,NA,"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11",47.25170,39.69818,425070.31343,2202827.41665,10,0,0,13,23,22,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,4.00000,0.60000,40.00000,43.20000
6892,21,"58,2081823692269",РГУПС,"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а",NA,NA,"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6",47.24862,39.69699,424729.38387,2202731.69037,12,0,0,12,24,21,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,8.00000,1.50000,50.00000,168.00000
11803,21,"1060,5683202758",Шеболдаева,"6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22",NA,NA,"43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23",47.24811,39.69716,424672.47314,2202743.62458,11,0,0,12,23,43,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,7.00000,3.00000,40.00000,96.00000
5352,21,"320,193944637881",пл. Комсомольская,"78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58",NA,NA,"58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47",47.23698,39.69988,423431.72110,2202929.17436,14,0,0,12,26,15,Комсомольская площадь,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,11.00000,2.80000,60.00000,168.00000
9944,21,"404,643738355337",ул. Малюгиной,"83, 5, 6, 9, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60",NA,NA,"99, 6, 11, 12, 21, 38, 43, 44, 45, 58, 78, 90",47.22975,39.70346,422623.48495,2203187.05717,15,0,0,12,27,34,ЦЕНТР,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,11.00000,9.00000,60.00000,144.00000
620,21,"528,659444030121",пр. Будённовский,21,NA,5,"98, 88, 80, 67, 59, 55, 52, 40, 29, 21",47.22612,39.70374,422219.57856,2203201.64256,1,0,1,10,12,19,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,15.00000,16.00000,80.00000,28.80000
170,21,"504,445677432976",Гвардейская площадь,21,NA,5,"98, 88, 80, 67, 59, 55, 52, 40, 29, 21",47.22438,39.69542,422036.50441,2202568.35040,1,0,1,10,12,5,Дворец спорта,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,6.00000,0.80000,60.00000,72.00000
586,22,"230,442480632001",Поликлиника №4,"92a, 90а, 69, 22",NA,NA,NA,47.28817,39.75718,429052.93174,2207357.28160,4,0,0,0,4,23,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,9.00000,2.10000,40.00000,52.80000
3811,22,"328,462817370873",Пединститут,"92a, 90а, 69a, 22",NA,NA,NA,47.28599,39.75736,428810.35728,2207367.08584,4,0,0,0,4,7,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,10.00000,3.00000,30.00000,52.80000
414,22,"219,557096354312",пер. Днепровский,"92a, 69a, 22",NA,NA,NA,47.28304,39.75745,428482.28574,2207368.73656,3,0,0,0,3,11,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,10.00000,4.00000,40.00000,360.00000
4151,22,"590,367332961267",пер. Днепровский,"92a, 90а, 89, 54, 22, 18п",NA,NA,"95, 92, 90, 79, 44",47.28352,39.75463,428539.00820,2207156.23887,6,0,0,5,11,12,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,9.00000,2.10000,40.00000,52.80000
226,22,"461,244099144513",Домики,"96, 22",NA,NA,"96, 30, 29, 19",47.27371,39.75741,427445.07729,2207349.39961,2,0,0,4,6,3,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,11.00000,,22.00000,74.40000
395,22,"340,353433663649",пер. Беломорский,22,NA,NA,NA,47.27170,39.75207,427227.98434,2206941.81767,1,0,0,0,1,9,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,10.00000,0.60000,26.00000,21.60000
472,22,"315,577617675701",пер. Сальский,"90а, 90, 22",NA,NA,"92, 90",47.27316,39.74672,427396.70539,2206539.56712,3,0,0,2,5,17,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,6.00000,,23.00000,120.00000
568,22,"559,859213430853",пл. Чкалова,"90а, 90, 22",NA,NA,"92, 90",47.27566,39.74869,427672.27847,2206693.03075,3,0,0,2,5,20,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,6.00000,,23.00000,120.00000
452,22,"398,03455279353",пер. Обский,"90а, 90, 22",NA,NA,"92, 90",47.27479,39.74051,427585.39075,2206072.56918,3,0,0,2,5,15,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,7.00000,,14.00000,216.00000
595,22,"389,075036002689",пос. Мирный,"90а, 90, 22",NA,NA,"92, 90",47.27485,39.73464,427599.15801,2205628.52961,3,0,0,2,5,24,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,9.00000,,16.00000,264.00000
11082,22,"498,978224812249",ул. Фурмановская,"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 90, 18п, 90а",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21",47.27054,39.71999,427137.85553,2204512.29267,14,0,1,12,27,50,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,,,30.00000,96.00000
10222,22,"155,576750919637",ул. Нариманова,"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 78, 90, 18л, 90а",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21",47.26617,39.72146,426650.22397,2204615.66481,14,0,1,12,27,46,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,10.00000,0.60000,26.00000,21.60000
10203,22,"536,043804817289",ул. Нариманова,"18п, 83, 92a, 77, 90а, 2, 21, 22, 33, 45, 46, 47, 63, 65, 90",NA,6,"90, 47, 21, 25, 45, 56, 63, 65, 66, 83, 92, 77",47.26493,39.72051,426513.53218,2204541.54000,15,0,1,12,28,45,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,1.80000,23.00000,40.00000,216.00000
4222,22,"257,493168420647",пер. Забайкальский,"45, 22, 21, 2",NA,NA,"90, 45, 21",47.25691,39.71403,425629.88041,2204036.63513,4,0,0,3,7,13,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,8.00000,0.70000,40.00000,192.00000
8941,22,"430,384431525585",ул. Герасименко,"92a, 22, 33, 45, 46, 63, 65, 77, 18п, 83",NA,6,"45, 56, 63, 65, 66, 77, 83, 92, 25",47.25467,39.71488,425379.80451,2204096.92059,10,0,1,9,20,37,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,8.00000,0.70000,40.00000,192.00000
1057,22,"159,587512025686",ул. Погодина,22,NA,NA,90,47.25534,39.70927,425461.21257,2203673.50299,1,0,0,1,2,47,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,8.00000,0.70000,40.00000,192.00000
5812,22,"444,56001166558",Поликлиника,"45, 22, 21, 2",NA,NA,"90, 45, 38, 21",47.25470,39.70738,425392.40020,2203529.28207,4,0,0,4,8,21,Ленина,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,8.00000,0.23000,40.00000,168.00000
3973,22,"326,646526329814",пер. Боевой,"2, 21, 22, 27, 45, 49, 83, 96, 99, 1",NA,NA,"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11",47.25298,39.70207,425207.77097,2203124.21425,10,0,0,13,23,10,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,4.00000,0.60000,40.00000,43.20000
6913,22,"407,001585567513",РГУПС,"2, 21, 22, 27, 45, 49, 83, 96, 99, 1",NA,NA,"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11",47.25170,39.69818,425070.31343,2202827.41665,10,0,0,13,23,26,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,4.00000,0.60000,40.00000,43.20000
11804,22,"1176,76391058803",Шеболдаева,"6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22",NA,NA,"43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23",47.24811,39.69716,424672.47314,2202743.62458,11,0,0,12,23,54,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,7.00000,3.00000,40.00000,96.00000
3742,22,"498,725637373487",Общежитие РИСИ,"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65",NA,6,"25, 45, 49, 65, 77, 83, 92",47.23885,39.71336,423622.91135,2203953.23224,13,0,1,7,21,6,Нансена центр,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,9.00000,8.00000,40.00000,96.00000
9662,22,"333,599433162916",ул. Лермонтовская,"77, 5, 22, 33, 42, 42а, 45, 46, 1, 65, 83, 92a, 49",NA,6,"45, 49, 65, 77, 83, 92",47.23070,39.71498,422714.85313,2204061.15982,13,0,1,6,20,40,ЦЕНТР,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,16.00000,8.00000,60.00000,480.00000
9802,22,"536,705134706431",ул. М. Горького,"65, 1, 5, 22, 33, 42, 42а, 45, 49, 77, 83, 92a, 46",NA,6,"92, 45, 49, 65, 77, 83",47.22783,39.71625,422394.22327,2204152.15088,13,0,1,6,20,41,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,9.00000,17.00000,50.00000,192.00000
8632,22,"398,046824857953",ул. Б. Садовая,"83, 22, 33, 42, 42а, 45, 46, 49, 5, 77, 1, 92a, 65",NA,6,"45, 49, 65, 77, 83, 92",47.22320,39.71823,421877.05829,2204293.75187,13,0,1,6,20,35,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,5.00000,22.00000,80.00000,168.00000
10151,22,"718,968522469229",ул. Московская,"83, 49, 45, 42а, 42, 22, 5",NA,NA,45,47.21972,39.71944,421488.69080,2204379.12755,7,0,0,1,8,44,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,11.00000,9.00000,100.00000,52.80000
8614,22,"519,888306676651",ул. Б. Садовая,"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60",NA,NA,"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90",47.22066,39.70759,421607.79895,2203483.29065,14,0,0,11,25,34,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,4.00000,26.00000,90.00000,55.20000
9874,22,"539,081877333121",ул. Максима Горького,"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60",NA,NA,"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90",47.22512,39.70555,422106.15900,2203336.89884,14,0,0,11,25,42,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,13.00000,24.00000,70.00000,144.00000
9945,22,"529,282105022956",ул. Малюгиной,"83, 5, 6, 9, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60",NA,NA,"99, 6, 11, 12, 21, 38, 43, 44, 45, 58, 78, 90",47.22975,39.70346,422623.48495,2203187.05717,15,0,0,12,27,43,ЦЕНТР,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,11.00000,9.00000,60.00000,144.00000
10914,22,"498,192865787593",ул. Текучева,"83, 5, 6, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61",NA,NA,"99, 11, 21, 23, 38, 43, 44, 45, 58, 78, 90, 6",47.23429,39.70138,423130.79744,2203037.83653,13,0,0,12,25,48,Комсомольская площадь,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,8.00000,17.00000,70.00000,168.00000
649,26,"810,635939977284",пр. Солженицына,26,NA,NA,NA,47.23551,39.59055,423410.29173,2194648.06535,1,0,0,0,1,23,Левинцовка,,,,,,1,0,-1,,,РЎРѕРІРµС‚СЃРєРёР№,,,,administrative,,183144,,9,,,,,,,ru:Советский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,183144,143.15932,17.00000,1.00000,30.00000,312.00000
644,26,"199,228553864072",пр. Маршала Жукова,26,NA,NA,"73, 67, 59, 55, 48",47.23393,39.60134,423220.10861,2195461.96656,1,0,0,5,6,21,Левинцовка,,,,,,1,0,-1,,,РЎРѕРІРµС‚СЃРєРёР№,,,,administrative,,183144,,9,,,,,,,ru:Советский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,183144,143.15932,22.00000,5.00000,30.00000,456.00000
992,26,"580,68240767307","ул. Малиновского, 70",26,NA,NA,"59, 56, 55, 40, 16",47.22971,39.61410,422733.92194,2196419.94211,1,0,0,5,6,38,339-Еременко,,,,,,1,0,-1,,,РЎРѕРІРµС‚СЃРєРёР№,,,,administrative,,183144,,9,,,,,,,ru:Советский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,183144,143.15932,18.00000,0.80000,50.00000,192.00000
2041,26,"301,715998006391",Детская областная больница,"26, 6",NA,NA,"59, 55, 40, 6",47.22496,39.62299,422194.07429,2197083.95501,2,0,0,4,6,4,339-Еременко,,,,,,1,0,-1,,,РЎРѕРІРµС‚СЃРєРёР№,,,,administrative,,183144,,9,,,,,,,ru:Советский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,183144,143.15932,22.00000,,50.00000,38.40000
791,26,"295,755903736055",Автостоянка,"26, 6",NA,NA,"59, 55, 40, 6",47.22490,39.62698,422182.14329,2197386.01994,2,0,0,4,6,1,339-Еременко,,,,,,1,0,-1,,,РЎРѕРІРµС‚СЃРєРёР№,,,,administrative,,183144,,9,,,,,,,ru:Советский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,183144,143.15932,22.00000,,50.00000,38.40000
512,26,"359,147705516714",пл. 339-й Стрелковой дивизии,"94, 26, 71, 96, 67",NA,NA,"23, 20, 10, 25, 59, 40, 67, 52, 96, 94, 93, 73, 71",47.22329,39.63034,421998.73699,2197637.38471,5,0,0,13,18,11,339-Еременко,,,,,,1,0,-1,,,РЎРѕРІРµС‚СЃРєРёР№,,,,administrative,,183144,,9,,,,,,,ru:Советский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,183144,143.15932,22.00000,,50.00000,38.40000
959,26,"388,115363377321",ул. Кустанайская,"71, 67, 26, 94, 96",NA,NA,"71, 10, 20, 23, 25, 40, 52, 67, 73, 93, 94, 96, 59",47.21999,39.63201,421629.67494,2197757.51200,5,0,0,13,18,37,Тружиников-Плевен,,,,,,1,0,-1,,,РЎРѕРІРµС‚СЃРєРёР№,,,,administrative,,183144,,9,,,,,,,ru:Советский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,183144,143.15932,12.00000,,50.00000,0.04560
932,26,"98,313017198683",ул. Зорге,"67, 71, 94, 96, 26",NA,NA,"40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23",47.21287,39.63497,420834.24693,2197968.03052,5,0,0,13,18,34,Тружиников-Плевен,,,,,,1,0,-1,,,РЎРѕРІРµС‚СЃРєРёР№,,,,administrative,,183144,,9,,,,,,,ru:Советский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,183144,143.15932,11.00000,4.00000,50.00000,144.00000
